img,mcc,f_0,f_1,f_2
18H007_73300_8775_25_0015,-0.0009110807496822156,0.9980180797617688,0.0,0.0
18H007_73300_8775_25_0020,0.6937790773282684,0.9977781224631215,0.6934306569343066,0.0
18H007_73300_8800_25_0016,0.8008101463720155,0.998847418761126,0.7992994746059545,
18H007_73300_8800_25_0021,0.546589708473789,0.9945413496315259,0.5340873389883758,0.0
18H007_73300_8775_25_0025,0.6988080092135975,0.9987667562475646,0.6946164840400191,0.0
18H007_73300_8775_25_0024,0.5507071244707669,0.995498906531129,0.5343639022352203,
18H007_73300_8800_25_0022,0.47973072026189134,0.9986565607956368,0.47417840375586856,0.0
18H007_73300_8800_25_0017,0.696967858155805,0.9989003006112562,0.8887147335423198,0.0
18H007_73300_8800_25_0012,0.5459931816003787,0.9973688233732168,0.6048218029350105,0.42008196721311475
18H007_73300_8800_25_0007,0.5787326971135771,0.9955315369209036,0.5747259088286208,
18H005_73050_8150_25_0002,0.19559283000686822,0.9839626761799413,0.0,0.40317569899896444
18H005_73075_8150_25_0022,0.7947521895154548,0.9959980581811358,0.7985212569316081,
18H005_73075_8150_25_0021,0.7761355253270005,0.9960442119878904,0.7797301893209386,
18H005_73075_8150_25_0023,0.8195077826021265,0.9951161958948092,0.8239217429968875,
18H005_73075_8150_25_0018,0.5383376421427202,0.9943464399574921,0.5325523012552301,
18H005_73075_8150_25_0017,0.7687561107822118,0.9964001885228584,0.7714138286893705,
18H005_73075_8150_25_0016,0.8118979888655637,0.9984104570944446,0.813073124853045,0.0
18G001_72525_7700_25_0010,0.6029393763405758,0.9939939817992065,0.6096002920240919,0.5935483870967742
18G001_72525_7700_25_0005,0.7264551339531373,0.9935114941587062,0.730428863172226,
18G001_72525_7700_25_0004,0.6873830272451238,0.9949825945412092,0.7092143549951503,0.6482958665699783
18G001_72525_7700_25_0009,0.6735730836547177,0.9952841382751507,0.6503142104196229,0.7073170731707317
18G001_72525_7700_25_0014,0.7113707776344065,0.996327900462405,0.7383814102564102,0.6054474708171206
18G001_72525_7700_25_0015,0.6103691805292409,0.9941208496530204,0.6230026894478722,0.49056603773584906
18G001_72525_7700_25_0019,0.7239468679721016,0.9936456725474221,0.7451723515610901,0.21296296296296297
18G001_72525_7700_25_0020,0.6326092983245422,0.9945932781295664,0.6935348446683459,0.3441509433962264
18G001_72525_7700_25_0018,0.7779228660047001,0.9973157242686057,0.779441117764471,
18G001_72525_7700_25_0025,0.648596744192206,0.9972103635799259,0.695625759416768,0.34812286689419797
18G001_72525_7700_25_0024,0.7437194806783509,0.9950875389141176,0.7455145390802227,0.0
18E024_69000_6150_25_0018,0.598666025288116,0.997748010407409,0.6410256410256411,0.23
18E024_69000_6150_25_0019,0.4687764999219394,0.9976704207702071,0.571619812583668,0.0
18E024_69000_6150_25_0024,0.27794840126204773,0.9990328916938812,0.15706806282722513,
18E024_69000_6150_25_0020,0.6985218499536411,0.9983353687782897,0.39359267734553777,0.684931506849315
18E024_69000_6150_25_0015,0.49374669579409664,0.9980063049850423,0.0,0.3717948717948718
18E024_69000_6150_25_0025,0.6287076149956816,0.9966200059326463,0.6243218806509946,0.0
18E023_68975_6150_25_0005,0.5321746635449992,0.9972764320858024,0.5262421273617914,
18E023_68975_6150_25_0004,0.6206394131197372,0.9923644511681676,0.6109820485744456,0.0
18E023_68975_6150_25_0003,0.23913574843279287,0.9955117274218976,0.2181996086105675,0.0
18E023_68975_6150_25_0009,0.5244756211141826,0.9966580231603022,0.5238095238095238,0.0
18E023_68975_6150_25_0010,0.5914925387583662,0.9944096242870091,0.5963987703118138,
18E023_68975_6150_25_0008,0.45217560215793434,0.9927639803401784,0.2958932958932959,0.27064803049555275
18E023_68975_6150_25_0015,0.5852360214614435,0.9982647884608432,0.5842155919153031,
18E023_68975_6150_25_0020,0.6939300171309443,0.9968639242168904,0.6965193586233868,
18E023_68975_6150_25_0013,0.6231705434161329,0.9937833868336364,0.5549300889776648,0.7155142758857929
18E023_68975_6150_25_0007,0.6739956440415944,0.9979047032468042,0.0,0.683991017003529
18E023_68975_6150_25_0012,0.3679897007527618,0.9931489942011275,0.34806739345887017,0.21636615811373092
18E023_68975_6150_25_0006,0.6302326841213327,0.9978814839278738,0.341991341991342,0.5951417004048583
18E023_68975_6125_25_0010,0.5742550548410301,0.9960885465862579,0.44766839378238343,0.6648731744811683
18E023_68975_6150_25_0011,0.6213725416556057,0.9956042311045659,0.6247537166397994,0.0
18E023_68975_6150_25_0025,0.6610123000790394,0.9927527646936266,0.6599578301705962,
18E023_68975_6150_25_0018,0.47055946131806337,0.9959452324236305,0.48097165991902835,0.0
18E023_68975_6150_25_0017,0.6678118449722177,0.9948447535515951,0.6697892271662763,
18E023_68975_6150_25_0016,0.5348379131852414,0.9915296502952714,0.4177823549605218,0.6837256908904811
18E023_68950_6275_25_0018,0.4567385880283637,0.9986991146362633,,0.4147880973850316
18E023_68950_6275_25_0013,0.6199620437234068,0.998268130384467,0.5079365079365079,0.6510926902788244
19B027_65525_3925_25_0019,0.5851120181809678,0.984538524842268,0.5889033095392602,0.0
19B027_65525_3925_25_0014,0.6815470442136224,0.9933521987153573,0.682625331109585,0.0
19B001_63600_3425_25_0014,0.5118767786457584,0.9955451225242558,0.4662962068132399,
19B001_63600_3425_25_0015,0.4845638250499189,0.9925407178672009,0.48822605965463106,0.0
19B001_63600_3425_25_0010,0.6381210513165679,0.9922999938726742,0.6282362459546925,0.4940239043824701
19B001_63600_3425_25_0009,0.5346653698659604,0.9923250289334227,0.4953271028037383,
19B001_63600_3425_25_0005,0.6311163093038411,0.9943966050854716,0.6198540547982927,
19B001_63600_3425_25_0004,0.3288557205972988,0.9935841453157807,0.27593758554612646,0.0
19B001_63625_3425_25_0025,0.6331377223409035,0.9967913877701657,0.616349168073306,
19B001_63625_3425_25_0024,0.5029146412861981,0.9940096751229615,0.46936542669584247,0.0
19B001_63625_3425_25_0023,0.16162541680934475,0.9957105688770128,0.05739514348785872,
19B001_63600_3425_25_0003,-0.00045622477258482275,0.9976183411786405,0.0,
19A029_63200_3700_25_0014,0.579387664825061,0.9979253278866489,0.5447882736156352,0.0
19A029_63200_3700_25_0015,0.5909270151954393,0.9924177399197125,0.5805911879531511,0.46390431439555746
19A029_63200_3700_25_0010,0.45187826776811746,0.9954025166232986,0.3984496124031008,0.37757882444530944
19A029_63200_3700_25_0020,0.3751099932685406,0.9932005268023864,0.3673772930094199,0.08298256163559832
19A029_63200_3700_25_0019,0.7153025711263918,0.9956172240252487,0.7167235494880546,
19A029_63200_3700_25_0025,0.6229608600789813,0.9920894618870765,0.647912174083513,0.12530120481927712
19A029_63200_3725_25_0021,0.31665002240097523,0.9938226165242487,0.3377049180327869,0.018034265103697024
19A029_63200_3725_25_0016,0.4404750565884014,0.9942406875633585,0.40405436535360517,0.42516268980477223
19A029_63200_3725_25_0011,0.6112470903046275,0.9947401479080134,0.4793388429752066,0.7965616045845272
19A029_63200_3725_25_0006,0.47269429452960576,0.9946864822492141,0.39878603945371777,0.38828259620907524
19A029_63200_3725_25_0022,0.6213418740843097,0.9953337719520219,0.6174273858921162,
19A029_63200_3725_25_0017,0.40827826305280657,0.9950466294491593,0.42944038929440387,0.34684684684684686
19A017_62375_5050_25_0004,0.6953373764041398,0.9989445169057891,0.6804123711340206,0.0
19A017_62375_5050_25_0005,0.44572690479460364,0.9984134593205755,0.4674945215485756,0.0
19A017_62375_5050_25_0017,0.4581809532004056,0.9990619701033036,0.28797886393659183,0.31384615384615383
19A007_62150_3950_25_0016,0.6952683565448514,0.9970952472269603,0.7092293906810035,0.0
19A007_62150_3950_25_0021,0.6128150806264496,0.9933636600371082,0.6146030245746692,
19A007_62125_3950_25_0001,0.5485204853707667,0.9976725395849161,0.529650690495532,
19A007_62125_3950_25_0006,0.684261142759375,0.9972237018384905,0.6855575868372943,
19A007_62150_3950_25_0017,0.5759526353460136,0.9949402815544006,0.5925449871465296,0.4556254367575122
19A007_62150_3950_25_0022,0.5316977805849333,0.9954302676615208,0.5270637408568443,
19A006_61950_4175_25_0018,0.36645393458886283,0.9971220334149393,0.311625663289918,0.0
19A006_61925_4150_25_0004,0.4147500472480143,0.9970272133592489,0.40530759951749096,
19A006_61950_4150_25_0024,0.5601853005452564,0.9933458357122394,0.5541995692749462,0.48491879350348027
19A006_61925_4150_25_0009,0.7108444341266386,0.9944349166664967,0.716647603202662,0.0
19A006_61925_4150_25_0008,0.6948438088532095,0.9952690967814014,0.6977287475665153,
19A006_61925_4175_25_0009,0.68449857044587,0.9917188430193172,0.6866112363042971,0.0
19A006_61925_4175_25_0010,0.6113611144842929,0.9923860458470268,0.6105220228384992,0.0
