img,mcc,f_0,f_1,f_2
18H007_73325_8775_25_0089,0.9122780742224964,0.9966729494791223,0.9148087053690204,
18H007_73325_8775_25_0099,0.928042842138352,0.9977624202191342,0.9302804219192179,
18H007_73325_8775_25_0090,0.9040008989730578,0.9985852455522515,0.9049761417859578,
18H007_73325_8775_25_0100,0.9249748383331624,0.9979669072527346,0.9270056830762418,
18H007_73300_8775_25_0009,0.8294552897796941,0.9963162009389595,0.8267877816368332,0.0
18H007_73300_8775_25_0010,0.8931195883506918,0.9982224427785212,0.8948761125811884,
18H007_73300_8800_25_0001,0.9167725819709612,0.998060868657126,0.9186216378791785,
18H007_73300_8800_25_0011,0.9331749137148455,0.9994474313625052,0.9337203676826318,
18H007_73300_8800_25_0002,0.9292865085147796,0.9967178045992681,0.9324994608583136,
18H007_73300_8800_25_0012,0.9375419664485839,0.9994247015008225,0.9381107491856677,
18H007_73300_8775_25_0007,0.9148830678921724,0.9996061837193134,0.9150043365134432,
18H007_73300_8775_25_0017,0.8059327345235573,0.9993075612306543,0.8040885860306644,
18H007_73300_8775_25_0008,0.9070148154203628,0.9971869096428778,0.9098122189896852,
18H007_73300_8775_25_0018,0.7819591069846082,0.9996755171695483,0.782258064516129,
18H007_73325_8775_25_0087,0.9232138137737181,0.9985049573005199,0.924534129517142,
18H007_73325_8775_25_0097,0.9437931225943721,0.9981083967317069,0.9456340709017369,
18H007_73325_8775_25_0088,0.8595461396670043,0.9961968280189604,0.8608375310127058,
18H007_73325_8775_25_0098,0.9247175681559675,0.9969179053434096,0.92774736018772,
18H007_73300_8800_25_0003,0.9072336441146213,0.9970716999834792,0.9100253807106599,
18H007_73300_8800_25_0013,0.8927067133561274,0.9984702469110754,0.8976133314503602,0.0
18H007_73300_8800_25_0004,0.9448724038246075,0.9985012551217396,0.9463694548664754,
18H007_73300_8800_25_0014,0.935821666944825,0.9979825845631584,0.9378380097983076,
18H007_73300_8800_25_0005,0.9374782602020019,0.9980512778167706,0.9394094993581514,
18H007_73300_8800_25_0015,0.9230945698319704,0.997613985840781,0.9254674403610574,
18H007_73300_8800_25_0006,0.9225454587882931,0.9991322797983005,0.9234065345474023,
18H007_73300_8775_25_0005,0.872586930920701,0.9960866022341643,0.8756473287446739,
18H007_73300_8775_25_0015,0.6411976657718598,0.9982217667801923,0.6177105831533477,
18H007_73300_8775_25_0006,0.8204019328782118,0.9962325025780301,0.8206125425376762,
18H007_73300_8775_25_0016,0.5856488596228988,0.9966343969877146,0.6432242358669191,0.0
18H007_73300_8800_25_0007,0.9370138706636838,0.9995487673694347,0.937465103294249,
18H007_73300_8800_25_0008,0.6706535653638475,0.9950382724185127,0.6414652014652015,
18H005_73050_8175_25_0057,0.7326610639128959,0.997690102543308,0.7341537032737404,
18H005_73050_8175_25_0048,0.8320074296280449,0.9980786344146914,0.829136690647482,
18H005_73050_8175_25_0027,0.9283518369330802,0.999055575146629,0.9291577987230161,
18H005_73050_8175_25_0037,0.8928764502733094,0.9995622208655978,0.8927165354330708,
18H005_73050_8175_25_0028,0.8651534733779244,0.9974478563624207,0.8672603901611535,
18H005_73050_8175_25_0038,0.8847050228732644,0.9978437910148448,0.8865293865293865,
18H005_73050_8175_25_0026,0.9358057018750642,0.9997066647378868,0.9358523725834798,
18H005_73050_8175_25_0036,0.9303713995300245,0.9998757783886454,0.9304932735426009,
18H005_73050_8175_25_0005,0.8750440140256783,0.9979607396639185,0.8770079705702023,
