img,mcc,f_0,f_1,f_2
18H007_73300_8800_25_0009,0.8736728573031277,0.9982621250742704,0.8752365700975396,
18H007_73300_8800_25_0019,0.9026214495507545,0.9990894867006511,0.9035294117647059,
18H007_73300_8800_25_0029,0.9128503608967128,0.9989800667813417,0.9138461538461539,
18H007_73300_8800_25_0030,0.8178673807082104,0.99820839569611,0.8609923011120616,0.0
18H007_73300_8800_25_0040,0.8694301517197842,0.9984685010934943,0.8674951864169438,
18H007_73300_8800_25_0028,0.9300060206724116,0.9992295200982008,0.9307650372524078,
18H007_73300_8800_25_0038,0.9206668482754906,0.9996726493512231,0.9209888511875909,
18H007_73300_8800_25_0058,0.9100949395986297,0.9993858075221461,0.9106358042777615,
18H007_73300_8825_25_0001,0.9355317378441584,0.9995792576010436,0.9358698987419454,
18H007_73300_8825_25_0011,0.9421728102667937,0.9994385494379435,0.9427276473011948,
18H007_73300_8825_25_0002,0.8947368575827381,0.9991979202353842,0.8949868073878628,
18H007_73300_8825_25_0012,0.9014882425523413,0.9979891105744203,0.9031179305596538,
18H007_73300_8825_25_0021,0.689460295660099,0.9974736485833091,0.6547356828193832,
18H007_73300_8825_25_0031,0.9054734780401996,0.9993921241837959,0.9052697616060226,
18H007_73300_8825_25_0032,0.8447864075900531,0.9990078426716201,0.8411214953271028,
18H007_73300_8825_25_0041,0.7703211155181389,0.9981656997956065,0.7838405036726128,0.0
18H007_73300_8825_25_0042,0.7112764513148659,0.9982936081826222,0.6937573616018846,0.0
18H007_73300_8825_25_0033,0.9004348979834251,0.9988507840161861,0.9012173913043479,
18H007_73300_8825_25_0043,0.929196245914767,0.9991149671808768,0.9298892988929889,
18H007_73300_8825_25_0053,0.7820575927881538,0.9956699361402264,0.7779615464130659,0.0
18H007_73300_8825_25_0054,0.7092249776339258,0.9976378587552402,0.6947916666666667,
18H005_73075_8200_25_0081,0.9194383313683937,0.9992204854800275,0.9199170124481327,
18H005_73075_8200_25_0091,0.3232170181699848,0.9978330745061216,0.45638766519823787,0.0
18H005_73050_8200_25_0001,0.6578556577909525,0.9952980280091608,0.7485045513654096,0.49398907103825135
18H005_73050_8200_25_0011,0.5253781473841077,0.9949882153142143,0.49007068327162573,0.3518930957683742
18H005_73050_8200_25_0012,0.48294402318997004,0.9980038315177514,0.4198363023591719,0.0
18H005_73050_8200_25_0021,0.7772702116974517,0.9974177881210159,0.7715665976535542,0.0
18H005_73050_8200_25_0031,0.8493805116600396,0.9972452240680424,0.8508571994846893,0.0
18H005_73050_8200_25_0022,0.8288860104816171,0.9974690560516459,0.8425852046050382,0.0
18H005_73050_8200_25_0032,0.8014032228610277,0.9989602392255797,0.7896848137535817,0.0
18H005_73050_8175_25_0029,0.8625581251592662,0.9968648316791159,0.8650220264317181,
18H005_73050_8175_25_0039,0.7566823861993446,0.9987476103077904,0.75578204625637,
18H005_73050_8175_25_0030,0.7556919027942594,0.9960404286657525,0.7491638795986622,0.0
18H005_73050_8175_25_0040,0.7798438132047428,0.9973462451697006,0.780471493061361,0.0
18H005_73050_8175_25_0049,0.49357642047521294,0.998567283497273,0.40083507306889354,0.0
18H005_73050_8175_25_0050,0.7697463802100702,0.9960355757596779,0.7689564761405349,0.0
18H005_73050_8175_25_0060,0.9055875504636121,0.9994447640850879,0.9052848318462594,
18H005_73050_8200_25_0041,0.9032226851783571,0.9997995935757716,0.9013806706114399,
18H005_73050_8200_25_0051,0.8857905353947728,0.9993766363296347,0.8851000741289844,
18H005_73050_8200_25_0042,0.8596149716599496,0.9994659771213357,0.8595564941921858,
18H005_73050_8200_25_0043,0.6104793934453394,0.9983567139111417,0.5357018460466736,0.0
18H005_73050_8200_25_0044,0.8704584516966404,0.999170792577386,0.8687898089171975,
18H005_73050_8200_25_0054,0.5951416664359362,0.9974155101645849,0.5984101748807631,0.0
18H005_73050_8200_25_0023,0.7944004246250066,0.9957503520932429,0.8466553003710762,0.0
18H005_73050_8200_25_0033,0.7724882698573905,0.9952582119148202,0.7660027866568314,0.0
