img,mcc,f_0,f_1,f_2
18H007_73325_8775_25_0025,0.8099362486947248,0.9935084431652292,0.8162906533841195,
18H007_73300_8775_25_0005,0.7422303875215115,0.9965893961224899,0.742621195901514,
18H007_73300_8800_25_0001,0.8276077352677761,0.9955535848452377,0.8316493082543137,
18H007_73300_8775_25_0004,0.7822217373183568,0.9972616390467587,0.7845074912336627,
18H007_73325_8775_25_0024,0.7924649962201107,0.992357283004765,0.7995643887830112,
18H007_73300_8800_25_0002,0.7839726126027964,0.9934110366168127,0.7905573770491803,
18H007_73300_8800_25_0003,0.8008481735095866,0.9957452721840527,0.8047270680922903,
18H007_73300_8775_25_0003,0.699667657623342,0.9935975591077019,0.7093343836155966,0.0
18H007_73300_8800_25_0004,0.5865925105380551,0.9971066667472048,0.5698892547141574,
18H005_73050_8175_25_0014,0.7821948210719306,0.9984003996986144,0.7810259238830667,
18H005_73050_8175_25_0009,0.7585649154865096,0.9957699917761149,0.7624599908550526,
18H005_73050_8175_25_0008,0.7793831877310903,0.9995269858576789,0.7798507462686567,
18H005_73050_8175_25_0003,0.765814203144836,0.9977790071758259,0.7672450275074059,
18H005_73050_8175_25_0004,0.7509649414668723,0.9968502692969112,0.7536875495638382,0.0
18H005_73075_8175_25_0023,0.7203229623986173,0.9930153522104999,0.740388136213841,0.0
18H005_73075_8175_25_0024,0.7190735554325768,0.9962130805748661,0.7120695004654048,0.0
18H005_73075_8175_25_0022,0.8508910150204979,0.9988877919042534,0.8504065040650407,
18G001_72500_7700_25_0025,0.7207706180146446,0.9933907216135897,0.7252915638035243,
18G001_72500_7725_25_0021,0.7711099348329358,0.9975989037419104,0.7726750861079219,
18G001_72500_7725_25_0022,0.7235411448854384,0.9909608164210457,0.7312238364934746,0.0
18G001_72500_7725_25_0023,0.5204948441908919,0.9932648590601835,0.4688449848024316,0.00350109409190372
18G001_72500_7725_25_0017,0.6258260834725973,0.993592778204019,0.571712158808933,0.5567859902137523
18G001_72500_7725_25_0016,0.7342683504879622,0.9986471246876627,0.7351436442345534,
18G001_72500_7725_25_0018,0.6966927270623533,0.9963758511488613,0.6920034393809115,
18G001_72500_7700_25_0020,0.3822988445639564,0.9981448761479206,0.33019551049963797,
18G001_72500_7725_25_0024,0.7114688814306156,0.9944910433580577,0.7122477015745535,0.0
18G001_72500_7725_25_0012,0.795309252221177,0.9988394241773891,0.815323455005421,0.0
18G001_72500_7725_25_0011,0.582626598154588,0.9976129811994618,,0.5647231389805647
18E023_68950_6075_25_0004,0.7143439571928051,0.9992600836165669,0.715057915057915,
18E023_68950_6075_25_0003,0.6244648124917231,0.9960076733528873,0.6274287870213168,
18E023_68950_6075_25_0008,0.6514903549988522,0.9962539244841312,0.6535801084314825,
18E023_68950_6075_25_0007,0.7140202050046259,0.9957430552874504,0.7243496053785443,0.5210577864838394
18E023_68950_6075_25_0002,0.6800371284518245,0.994133630997242,0.6823295830575777,
18E023_68950_6075_25_0006,0.6284731893095189,0.9918602131634785,0.5928853754940712,0.7194513715710723
18E023_68950_6075_25_0011,0.7161987814656477,0.9951799681918576,0.6271428571428571,0.8039980497318381
18E023_68950_6075_25_0016,0.6143977634133275,0.9950035254929611,0.555422168867547,0.6572223627624589
18E023_68950_6075_25_0017,0.7586896846916659,0.9960906926772148,0.7625046313449426,
18E023_68950_6075_25_0021,0.7557192331992789,0.9980813491823565,0.7979422692197771,0.23197492163009403
18E023_68950_6075_25_0022,0.6933651811901757,0.9941428189900695,0.7693553611920959,0.5251733494121194
18E023_68950_6075_25_0023,0.6035443024475696,0.9988727987484456,0.6475471698113208,0.0
18E023_68950_6075_25_0024,0.681465471328839,0.9948123990368496,0.6976167516186803,0.40924092409240925
18E023_68950_6075_25_0019,0.5520356820059762,0.9991323844999389,0.5349087003222341,
18E023_68950_6075_25_0025,0.6903105159867987,0.9983374578584768,0.6780848579213702,
18E023_68950_6100_25_0021,0.636530008004173,0.9988787641132307,0.6126126126126126,
18E023_68950_6075_25_0020,0.6536156469654886,0.9991560437093182,0.636755823986195,
18E023_68950_6100_25_0016,0.7611437810786086,0.9957701467624728,0.7619702176403207,
18E023_68950_6075_25_0015,0.6780042281037378,0.997957109360062,0.6782884310618067,
18E023_68975_6075_25_0023,0.6526484189977242,0.9982713984788306,0.6543408360128617,
18E023_68975_6075_25_0022,0.6892547110502986,0.9967882574325868,0.6849632779281021,0.0
18E023_68975_6075_25_0021,0.7780312308790326,0.9978227236555621,0.7793696275071633,
18E023_68975_6075_25_0017,0.34937168875677077,0.9990828370373633,0.277602523659306,
18E023_68975_6075_25_0018,0.5054596709910986,0.9972309752718249,0.47604562737642586,0.0
18E023_68950_6275_25_0007,0.5438365575147318,0.9977277571555542,0.4124168514412417,0.48417298261257247
18E023_68950_6275_25_0008,0.5452514207883737,0.9951325761785167,0.6120191098818205,0.20363636363636364
19B027_65525_3925_25_0016,0.7282062898635078,0.9932090548669807,0.7338210467079347,
19B027_65525_3925_25_0011,0.578209646709512,0.9910250296266125,0.5866425992779783,0.3552176917760885
19B001_63625_3425_25_0003,0.16606532602117216,0.9977383912102012,0.1111111111111111,0.0
19B001_63625_3425_25_0002,0.49689313748231434,0.9934843865998046,0.4686892259821081,0.0
19B001_63625_3425_25_0001,0.7200953565964482,0.9905399174129621,0.7208493501738972,
19B001_63625_3400_25_0005,0.6464357251932228,0.9964248584377177,0.6179072276159655,
19B001_63625_3400_25_0010,0.2502011036044776,0.9982303155169062,0.15177713736791545,
19B001_63625_3425_25_0006,0.660654061227567,0.9965000575581994,0.6426067230356775,
19B001_63625_3425_25_0007,0.46142303539975177,0.9939383897938648,0.40968122786304606,
19B001_63625_3425_25_0011,0.2670455809115829,0.9970201521248484,0.3180046765393609,0.00851063829787234
19B001_63625_3425_25_0012,0.7069818880380132,0.9938027157006034,0.6996438464582508,
19B001_63625_3425_25_0016,0.5158858416437375,0.9962885650730198,0.5377030162412993,0.0
19A029_63225_3675_25_0013,0.6752413354218916,0.9924121749171809,0.6801311928189194,
19A029_63225_3675_25_0018,0.5530288696421295,0.9948924834415,0.5481451449422259,0.026143790849673203
19A029_63225_3675_25_0023,0.6250065345082942,0.9910826615960232,0.6456607850198055,0.00468384074941452
19A029_63225_3675_25_0024,0.5968301994572599,0.9905120001309254,0.6592009685230025,0.0
19A029_63225_3675_25_0012,0.642810693696725,0.9985645078068691,0.6262415054887611,
19A029_63225_3675_25_0017,0.687785510169275,0.9989083188511662,0.6773428232502966,
19A029_63225_3675_25_0022,0.3063180936109704,0.999058753790018,0.29003021148036257,
19A029_63225_3675_25_0021,0.4894385522740853,0.9980874168889317,0.4462521789657176,
19A029_63225_3675_25_0016,0.4865990154801765,0.9991586605876556,0.4723618090452261,
19A029_63225_3675_25_0011,0.46251376625015195,0.9980516679207424,0.49961802902979374,0.0
19A029_63225_3675_25_0006,0.2961721142080001,0.9986377222716382,0.18660287081339713,
19A017_62375_5050_25_0015,0.738466195659599,0.997570438108779,0.736224596689713,0.0
19A017_62375_5050_25_0014,0.606235674842415,0.9966454528033566,0.609165687426557,
19A017_62375_5050_25_0019,0.4618856527061419,0.998829720295135,0.4004106776180698,
19A017_62375_5050_25_0013,0.8178747947993452,0.9990692513202358,0.8185025480203841,
19A007_62125_3950_25_0016,0.3051226745047523,0.9976725148076213,0.27860696517412936,
19A007_62125_3950_25_0021,0.4569200348392707,0.9968660361190343,0.45638520586182835,
19A007_62125_3950_25_0022,0.39938358250785655,0.9964047376182745,0.39567128846804195,
19A007_62125_3950_25_0023,0.33571929709344556,0.9958088109538326,0.27080394922425954,0.0
19A007_62125_3950_25_0018,0.49277721638019445,0.9992468974578783,0.7105263157894737,0.0
19A006_61925_4150_25_0001,0.412924166496304,0.9982065263183235,0.437976437976438,0.0
19A006_61950_4150_25_0021,0.46325542149354065,0.9959361416775736,0.4204740638955685,0.17561465127947817
19A006_61950_4150_25_0016,0.48263911340191995,0.9976331788939029,0.4846894138232721,
19A006_61950_4150_25_0011,0.6200408232093733,0.9946969974033574,0.6229149576155318,0.0
19A006_61950_4150_25_0006,0.4203762253944095,0.9975904291847217,0.4055727554179567,0.0
19A006_61950_4150_25_0007,0.453281906028858,0.9953332472854585,0.44267822736030826,
19A006_61950_4150_25_0022,0.3385601922526181,0.9975368914244878,0.3726937269372694,0.0
19A006_61925_4150_25_0002,0.594153710604107,0.9920385574396163,0.6588068851685923,0.0
